run,alpha,method,accuracies
921,0.1,wt2,1
921,0.1,l,1
921,0.1,l2,1
921,0.1,fg,1
921,0.1,fg2,1
921,0.1,eb,0.58
921,0.1,eb2,0.58
921,0.1,im,1
921,0.1,im2,1
921,0.1,lp,1
921,0.1,lp2,1
921,0.1,sl,1
921,0.1,sl2,1
920,0.1,wt,1
920,0.1,wt2,1
920,0.1,l,1
920,0.1,l2,1
920,0.1,fg,1
920,0.1,fg2,1
920,0.1,eb,0.92
920,0.1,eb2,0.92
920,0.1,im,1
920,0.1,im2,1
920,0.1,lp,1
920,0.1,lp2,1
920,0.1,sl,1
920,0.1,sl2,1
919,0.1,wt,1
919,0.1,wt2,1
919,0.1,l,1
919,0.1,l2,1
919,0.1,fg,1
919,0.1,fg2,1
919,0.1,eb,0.56
919,0.1,eb2,0.56
919,0.1,im,1
919,0.1,im2,1
919,0.1,lp,1
919,0.1,lp2,1
919,0.1,sl,1
919,0.1,sl2,1
918,0.1,wt,1
918,0.1,wt2,1
918,0.1,l,1
918,0.1,l2,1
918,0.1,fg,1
918,0.1,fg2,1
918,0.1,eb,0.44
918,0.1,eb2,0.7
918,0.1,im,1
918,0.1,im2,1
918,0.1,lp,1
918,0.1,lp2,1
918,0.1,sl,1
918,0.1,sl2,1
917,0.1,wt,1
917,0.1,wt2,1
917,0.1,l,1
917,0.1,l2,1
917,0.1,fg,1
917,0.1,fg2,1
917,0.1,eb,0.42
917,0.1,eb2,0.78
917,0.1,im,1
917,0.1,im2,1
917,0.1,lp,1
917,0.1,lp2,1
917,0.1,sl,1
917,0.1,sl2,1
916,0.1,wt,1
916,0.1,wt2,1
916,0.1,l,1
916,0.1,l2,1
916,0.1,fg,1
916,0.1,fg2,1
916,0.1,eb,0.46
916,0.1,eb2,1
916,0.1,im,1
916,0.1,im2,1
916,0.1,lp,1
916,0.1,lp2,1
916,0.1,sl,1
916,0.1,sl2,0.98
915,0.1,wt,1
915,0.1,wt2,1
915,0.1,l,1
915,0.1,l2,1
915,0.1,fg,1
915,0.1,fg2,1
915,0.1,eb,0.56
915,0.1,eb2,0.6
915,0.1,im,1
915,0.1,im2,1
915,0.1,lp,1
915,0.1,lp2,1
915,0.1,sl,1
915,0.1,sl2,1
914,0.1,wt,1
914,0.1,wt2,1
914,0.1,l,1
914,0.1,l2,1
914,0.1,fg,1
